judge_model,language,dimension,protocol,protocol_name,split,n,calibration_fraction,baseline_threshold,calibrated_threshold,calibration_balanced_accuracy,baseline_accuracy,calibrated_accuracy,delta_accuracy,baseline_balanced_accuracy,calibrated_balanced_accuracy,delta_balanced_accuracy,baseline_f1,calibrated_f1,delta_f1
gpt-4o-mini,en-US,grammar,P1_target_rubric,Target-language rubric,calibration,6,0.3,4,3,1.0,0.6666666666666666,1.0,0.33333333333333337,0.6666666666666666,1.0,0.33333333333333337,0.5,1.0,0.5
gpt-4o-mini,en-US,grammar,P1_target_rubric,Target-language rubric,test,14,0.3,4,3,1.0,0.7857142857142857,0.6428571428571429,-0.1428571428571428,0.7857142857142857,0.6428571428571428,-0.1428571428571429,0.7999999999999999,0.7368421052631579,-0.06315789473684208
gpt-4o-mini,en-US,grammar,P2_explicit_pivot,Explicit English pivot,calibration,6,0.3,4,5,0.6666666666666666,0.5,0.6666666666666666,0.16666666666666663,0.5,0.6666666666666666,0.16666666666666663,0.6666666666666666,0.6666666666666666,0.0
gpt-4o-mini,en-US,grammar,P2_explicit_pivot,Explicit English pivot,test,14,0.3,4,5,0.6666666666666666,0.7857142857142857,0.9285714285714286,0.1428571428571429,0.7857142857142857,0.9285714285714286,0.1428571428571429,0.8235294117647058,0.9333333333333333,0.1098039215686275
gpt-4o-mini,en-US,grammar,P3_bilingual,Bilingual rubric,calibration,6,0.3,4,5,0.8333333333333333,0.6666666666666666,0.8333333333333334,0.16666666666666674,0.6666666666666666,0.8333333333333333,0.16666666666666663,0.7499999999999999,0.8,0.050000000000000155
gpt-4o-mini,en-US,grammar,P3_bilingual,Bilingual rubric,test,14,0.3,4,5,0.8333333333333333,0.7142857142857143,0.7857142857142857,0.0714285714285714,0.7142857142857143,0.7857142857142857,0.0714285714285714,0.7777777777777778,0.7272727272727273,-0.0505050505050505
gpt-4o-mini,es-ES,comprehensibility,P0_direct_english,Direct English rubric,calibration,6,0.3,4,3,1.0,0.8333333333333334,1.0,0.16666666666666663,0.8333333333333333,1.0,0.16666666666666674,0.8,1.0,0.19999999999999996
gpt-4o-mini,es-ES,comprehensibility,P0_direct_english,Direct English rubric,test,14,0.3,4,3,1.0,0.8571428571428571,0.9285714285714286,0.07142857142857151,0.8571428571428572,0.9285714285714286,0.0714285714285714,0.8333333333333333,0.9333333333333333,0.10000000000000009
gpt-4o-mini,es-ES,comprehensibility,P1_target_rubric,Target-language rubric,calibration,6,0.3,4,2,1.0,0.6666666666666666,1.0,0.33333333333333337,0.6666666666666666,1.0,0.33333333333333337,0.5,1.0,0.5
gpt-4o-mini,es-ES,comprehensibility,P1_target_rubric,Target-language rubric,test,14,0.3,4,2,1.0,0.5714285714285714,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,0.0,0.25,0.7000000000000001,0.45000000000000007
gpt-4o-mini,es-ES,comprehensibility,P2_explicit_pivot,Explicit English pivot,calibration,6,0.3,4,3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
gpt-4o-mini,es-ES,comprehensibility,P2_explicit_pivot,Explicit English pivot,test,14,0.3,4,3,1.0,0.8571428571428571,0.8571428571428571,0.0,0.8571428571428571,0.8571428571428572,1.1102230246251565e-16,0.8571428571428571,0.8750000000000001,0.017857142857143016
gpt-4o-mini,es-ES,comprehensibility,P3_bilingual,Bilingual rubric,calibration,6,0.3,4,3,1.0,0.6666666666666666,1.0,0.33333333333333337,0.6666666666666666,1.0,0.33333333333333337,0.5,1.0,0.5
gpt-4o-mini,es-ES,comprehensibility,P3_bilingual,Bilingual rubric,test,14,0.3,4,3,1.0,0.8571428571428571,1.0,0.1428571428571429,0.8571428571428572,1.0,0.1428571428571428,0.8333333333333333,1.0,0.16666666666666674
gpt-4o-mini,es-ES,grammar,P0_direct_english,Direct English rubric,calibration,6,0.3,4,5,0.6666666666666666,0.5,0.6666666666666666,0.16666666666666663,0.5,0.6666666666666666,0.16666666666666663,0.6666666666666666,0.5,-0.16666666666666663
gpt-4o-mini,es-ES,grammar,P0_direct_english,Direct English rubric,test,14,0.3,4,5,0.6666666666666666,0.35714285714285715,0.5,0.14285714285714285,0.35714285714285715,0.5,0.14285714285714285,0.5263157894736842,0.36363636363636365,-0.16267942583732053
gpt-4o-mini,es-ES,grammar,P1_target_rubric,Target-language rubric,calibration,6,0.3,4,2,0.5,0.3333333333333333,0.5,0.16666666666666669,0.3333333333333333,0.5,0.16666666666666669,0.3333333333333333,0.6666666666666666,0.3333333333333333
gpt-4o-mini,es-ES,grammar,P1_target_rubric,Target-language rubric,test,14,0.3,4,2,0.5,0.42857142857142855,0.5,0.07142857142857145,0.42857142857142855,0.5,0.07142857142857145,0.6,0.6666666666666666,0.06666666666666665
gpt-4o-mini,es-ES,grammar,P2_explicit_pivot,Explicit English pivot,calibration,6,0.3,4,5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.16666666666666663
gpt-4o-mini,es-ES,grammar,P2_explicit_pivot,Explicit English pivot,test,14,0.3,4,5,0.6666666666666666,0.5,0.5714285714285714,0.0714285714285714,0.5,0.5714285714285714,0.0714285714285714,0.6666666666666666,0.6666666666666665,-1.1102230246251565e-16
gpt-4o-mini,es-ES,grammar,P3_bilingual,Bilingual rubric,calibration,6,0.3,4,2,0.5,0.3333333333333333,0.5,0.16666666666666669,0.3333333333333333,0.5,0.16666666666666669,0.5,0.6666666666666666,0.16666666666666663
gpt-4o-mini,es-ES,grammar,P3_bilingual,Bilingual rubric,test,14,0.3,4,2,0.5,0.42857142857142855,0.5,0.07142857142857145,0.42857142857142855,0.5,0.07142857142857145,0.6,0.6666666666666666,0.06666666666666665
gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,calibration,6,0.3,4,3,1.0,0.8333333333333334,1.0,0.16666666666666663,0.8333333333333333,1.0,0.16666666666666674,0.8,1.0,0.19999999999999996
gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,test,14,0.3,4,3,1.0,1.0,0.7857142857142857,-0.2142857142857143,1.0,0.7857142857142857,-0.2142857142857143,1.0,0.8235294117647058,-0.17647058823529416
gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,calibration,6,0.3,4,3,0.8333333333333333,0.8333333333333334,0.8333333333333334,0.0,0.8333333333333333,0.8333333333333333,0.0,0.8,0.8,0.0
gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,test,14,0.3,4,3,0.8333333333333333,0.6428571428571429,0.6428571428571429,0.0,0.6428571428571428,0.6428571428571428,0.0,0.4444444444444445,0.6153846153846153,0.17094017094017083
gpt-4o-mini,tr,comprehensibility,P2_explicit_pivot,Explicit English pivot,calibration,6,0.3,4,5,1.0,0.6666666666666666,1.0,0.33333333333333337,0.6666666666666666,1.0,0.33333333333333337,0.7499999999999999,1.0,0.2500000000000001
gpt-4o-mini,tr,comprehensibility,P2_explicit_pivot,Explicit English pivot,test,14,0.3,4,5,1.0,0.7142857142857143,0.6428571428571429,-0.0714285714285714,0.7142857142857143,0.6428571428571428,-0.07142857142857151,0.7777777777777778,0.5454545454545454,-0.23232323232323238
gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,calibration,6,0.3,4,3,0.8333333333333333,0.6666666666666666,0.8333333333333334,0.16666666666666674,0.6666666666666666,0.8333333333333333,0.16666666666666663,0.6666666666666666,0.8571428571428571,0.19047619047619047
gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,test,14,0.3,4,3,0.8333333333333333,0.7857142857142857,0.9285714285714286,0.1428571428571429,0.7857142857142857,0.9285714285714286,0.1428571428571429,0.7692307692307692,0.9333333333333333,0.16410256410256419
gpt-4o-mini,tr,grammar,P0_direct_english,Direct English rubric,calibration,6,0.3,4,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0
gpt-4o-mini,tr,grammar,P0_direct_english,Direct English rubric,test,14,0.3,4,4,0.6666666666666666,0.6428571428571429,0.6428571428571429,0.0,0.6428571428571428,0.6428571428571428,0.0,0.7058823529411764,0.7058823529411764,0.0
gpt-4o-mini,tr,grammar,P1_target_rubric,Target-language rubric,calibration,6,0.3,4,3,0.8333333333333333,0.8333333333333334,0.8333333333333334,0.0,0.8333333333333333,0.8333333333333333,0.0,0.8,0.8571428571428571,0.05714285714285705
gpt-4o-mini,tr,grammar,P1_target_rubric,Target-language rubric,test,14,0.3,4,3,0.8333333333333333,0.5,0.6428571428571429,0.1428571428571429,0.5,0.6428571428571428,0.1428571428571428,0.5333333333333333,0.7058823529411764,0.17254901960784308
gpt-4o-mini,tr,grammar,P2_explicit_pivot,Explicit English pivot,calibration,6,0.3,4,2,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.6666666666666666,0.6666666666666666,0.0
gpt-4o-mini,tr,grammar,P2_explicit_pivot,Explicit English pivot,test,14,0.3,4,2,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.631578947368421,0.6666666666666666,0.03508771929824561
gpt-4o-mini,tr,grammar,P3_bilingual,Bilingual rubric,calibration,6,0.3,4,4,0.8333333333333333,0.8333333333333334,0.8333333333333334,0.0,0.8333333333333333,0.8333333333333333,0.0,0.8571428571428571,0.8571428571428571,0.0
gpt-4o-mini,tr,grammar,P3_bilingual,Bilingual rubric,test,14,0.3,4,4,0.8333333333333333,0.6428571428571429,0.6428571428571429,0.0,0.6428571428571428,0.6428571428571428,0.0,0.7058823529411764,0.7058823529411764,0.0
gpt-4o-mini,vi,comprehensibility,P0_direct_english,Direct English rubric,calibration,6,0.3,4,4,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.4,0.4,0.0
gpt-4o-mini,vi,comprehensibility,P0_direct_english,Direct English rubric,test,14,0.3,4,4,0.5,0.7142857142857143,0.7142857142857143,0.0,0.7142857142857143,0.7142857142857143,0.0,0.7142857142857143,0.7142857142857143,0.0
gpt-4o-mini,vi,comprehensibility,P1_target_rubric,Target-language rubric,calibration,6,0.3,4,3,0.6666666666666666,0.5,0.6666666666666666,0.16666666666666663,0.5,0.6666666666666666,0.16666666666666663,0.4,0.6666666666666666,0.2666666666666666
gpt-4o-mini,vi,comprehensibility,P1_target_rubric,Target-language rubric,test,14,0.3,4,3,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.1428571428571429,0.5714285714285714,0.7142857142857142,0.1428571428571428,0.4,0.75,0.35
gpt-4o-mini,vi,comprehensibility,P2_explicit_pivot,Explicit English pivot,calibration,6,0.3,4,4,0.8333333333333333,0.8333333333333334,0.8333333333333334,0.0,0.8333333333333333,0.8333333333333333,0.0,0.8571428571428571,0.8571428571428571,0.0
gpt-4o-mini,vi,comprehensibility,P2_explicit_pivot,Explicit English pivot,test,14,0.3,4,4,0.8333333333333333,0.7142857142857143,0.7142857142857143,0.0,0.7142857142857142,0.7142857142857142,0.0,0.75,0.75,0.0
gpt-4o-mini,vi,comprehensibility,P3_bilingual,Bilingual rubric,calibration,6,0.3,4,2,0.5,0.3333333333333333,0.5,0.16666666666666669,0.3333333333333333,0.5,0.16666666666666669,0.3333333333333333,0.5714285714285715,0.2380952380952382
gpt-4o-mini,vi,comprehensibility,P3_bilingual,Bilingual rubric,test,14,0.3,4,2,0.5,0.8571428571428571,0.5714285714285714,-0.2857142857142857,0.8571428571428572,0.5714285714285714,-0.2857142857142858,0.8750000000000001,0.7000000000000001,-0.17500000000000004
gpt-4o-mini,vi,grammar,P0_direct_english,Direct English rubric,calibration,6,0.3,4,5,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.6666666666666666,0.5,0.28571428571428575,0.5,0.21428571428571425
gpt-4o-mini,vi,grammar,P0_direct_english,Direct English rubric,test,14,0.3,4,5,0.6666666666666666,0.5714285714285714,0.42857142857142855,-0.14285714285714285,0.5714285714285714,0.42857142857142855,-0.14285714285714285,0.5714285714285714,,
gpt-4o-mini,vi,grammar,P1_target_rubric,Target-language rubric,calibration,6,0.3,4,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0
gpt-4o-mini,vi,grammar,P1_target_rubric,Target-language rubric,test,14,0.3,4,3,0.6666666666666666,0.5714285714285714,0.35714285714285715,-0.21428571428571425,0.5714285714285714,0.3571428571428571,-0.2142857142857143,0.25,0.47058823529411764,0.22058823529411764
gpt-4o-mini,vi,grammar,P2_explicit_pivot,Explicit English pivot,calibration,6,0.3,4,2,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5714285714285715,0.6666666666666666,0.09523809523809512
gpt-4o-mini,vi,grammar,P2_explicit_pivot,Explicit English pivot,test,14,0.3,4,2,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.588235294117647,0.6666666666666666,0.07843137254901966
gpt-4o-mini,vi,grammar,P3_bilingual,Bilingual rubric,calibration,6,0.3,4,2,0.6666666666666666,0.5,0.6666666666666666,0.16666666666666663,0.5,0.6666666666666666,0.16666666666666663,0.4,0.7499999999999999,0.34999999999999987
gpt-4o-mini,vi,grammar,P3_bilingual,Bilingual rubric,test,14,0.3,4,2,0.6666666666666666,0.42857142857142855,0.5,0.07142857142857145,0.42857142857142855,0.5,0.07142857142857145,0.5,0.6666666666666666,0.16666666666666663
